,job_offer,link,company,redshift,sql,kpi,py,xp,R,business,insights,tableau,looker,qlik,pbi,ab,stakeholders,quant,oper,mgmt,location,Seniority
1247,STAGE - DATA & BUSINESS ANALYST,https://fr.linkedin.com/jobs/view/stage-data-business-analyst-at-chanel-1688889748?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,CHANEL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Paris,Not determined
1248,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-harnham-1906710931?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Harnham,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,Paris,Not determined
1249,DATA-ANALYST,https://fr.linkedin.com/jobs/view/data-analyst-at-ux-republic-1905101648?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,UX-Republic,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3,Paris,Not determined
1250,Business & Data Analyst,https://fr.linkedin.com/jobs/view/business-data-analyst-at-comit%C3%A9o-1918002547?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,COMITÉO,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,Paris,Not determined
1251,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-bolden-1905321664?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bolden,0,1,0,0,3,0,5,0,0,0,1,0,0,0,0,0,1,Paris,Not determined
1252,"Data Analyst, Retail Media",https://fr.linkedin.com/jobs/view/data-analyst-retail-media-at-criteo-1911117828?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Criteo,0,1,0,1,1,1,4,2,1,0,0,0,1,0,1,0,2,Paris,Not determined
1253,Data Analyst H/F,https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-total-1909870447?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Total,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Paris,Not determined
1254,Junior Data Analyst (M/F),https://fr.linkedin.com/jobs/view/junior-data-analyst-m-f-at-voodoo-io-1927248107?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Voodoo.io,0,1,0,0,4,0,6,3,1,0,0,0,1,0,1,1,1,Paris,Junior Position
1255,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-augustus-intelligence-1900121729?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0,1,Paris,Not determined
1256,Data Analyst - Ketchapp (H/F),https://fr.linkedin.com/jobs/view/data-analyst-ketchapp-h-f-at-ubisoft-1897302821?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Ubisoft,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Paris,Not determined
1257,Data Analyst (H/F),https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-talented-international-1937439347?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Talented International,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Paris,Not determined
1258,DATA ANALYST,https://fr.linkedin.com/jobs/view/data-analyst-at-sogia-systeme-1884098014?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Sogia Systeme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paris,Not determined
1259,Data Analyst - Business Intelligence H/F,https://fr.linkedin.com/jobs/view/data-analyst-business-intelligence-h-f-at-ing-france-1910383470?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,ING France,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,Paris,Not determined
1260,Data Analytics Consultant,https://fr.linkedin.com/jobs/view/data-analytics-consultant-at-digital-value-s-l-1905567688?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,DIGITAL VALUE S.L,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,Paris,Not determined
1261,Marketing Data Analyst F/H - FR821738,https://fr.linkedin.com/jobs/view/marketing-data-analyst-f-h-fr821738-at-fyte-1910177914?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,FYTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Paris,Not determined
1262,iCloud Drive - Data Analytics Engineer,https://fr.linkedin.com/jobs/view/icloud-drive-data-analytics-engineer-at-apple-1898351919?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Apple,0,1,0,1,7,0,0,0,1,0,0,0,0,0,1,0,0,Paris,Not determined
1263,Data Analyst (H/F),https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-groupm-france-1644877797?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,GroupM France,0,2,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,Paris,Not determined
1264,Stagiaire Data Analyste / Data Scientist,https://fr.linkedin.com/jobs/view/stagiaire-data-analyste-data-scientist-at-wizaly-1940733906?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Wizaly,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Paris,Not determined
1265,DATA ANALYST - H/F,https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-free-groupe-iliad-1941071669?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Free - Groupe iliad,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,Paris,Not determined
1266,Junior Data & Analytics Group - PMO Analyst m/f - Paris,https://fr.linkedin.com/jobs/view/junior-data-analytics-group-pmo-analyst-m-f-paris-at-danone-1916288576?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Danone,0,0,1,0,4,0,2,0,0,0,0,0,0,2,0,0,9,Paris,Junior Position
1267,Data Analyst (F/H),https://fr.linkedin.com/jobs/view/data-analyst-f-h-at-challenge2media-c2m-group-1909888369?refId=10bc6c64-0dd3-465e-a3b8-b7b977152b2d&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Challenge2Media (C2m group),0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,Paris,Not determined
1268,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-jellyfish-1941601391?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Jellyfish,0,2,0,2,5,1,1,2,2,0,0,0,0,0,0,0,4,Paris,Not determined
1269,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-pernod-ricard-1909403846?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Pernod Ricard,0,1,0,0,5,0,6,0,0,0,0,1,0,2,0,0,3,Paris,Not determined
1270,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-sendinblue-1921859173?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,SendinBlue,0,1,0,0,2,0,4,0,1,0,1,0,0,0,0,1,0,Paris,Not determined
1271,Data analyst / Data scientist,https://fr.linkedin.com/jobs/view/data-analyst-data-scientist-at-converteo-1942030548?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Converteo,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,Paris,Not determined
1272,STAGE - DATA & BUSINESS ANALYST,https://fr.linkedin.com/jobs/view/stage-data-business-analyst-at-chanel-1688889748?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,CHANEL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Paris,Not determined
1273,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-harnham-1906710931?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Harnham,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,Paris,Not determined
1274,DATA-ANALYST,https://fr.linkedin.com/jobs/view/data-analyst-at-ux-republic-1905101648?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,UX-Republic,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3,Paris,Not determined
1275,Business & Data Analyst,https://fr.linkedin.com/jobs/view/business-data-analyst-at-comit%C3%A9o-1918002547?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,COMITÉO,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,Paris,Not determined
1276,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-bolden-1905321664?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bolden,0,1,0,0,3,0,5,0,0,0,1,0,0,0,0,0,1,Paris,Not determined
1277,"Data Analyst, Retail Media",https://fr.linkedin.com/jobs/view/data-analyst-retail-media-at-criteo-1911117828?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Criteo,0,1,0,1,1,1,4,2,1,0,0,0,1,0,1,0,2,Paris,Not determined
1278,Data Analyst H/F,https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-total-1909870447?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Total,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Paris,Not determined
1279,Junior Data Analyst (M/F),https://fr.linkedin.com/jobs/view/junior-data-analyst-m-f-at-voodoo-io-1927248107?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Voodoo.io,0,1,0,0,4,0,6,3,1,0,0,0,1,0,1,1,1,Paris,Junior Position
1280,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-augustus-intelligence-1900121729?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0,1,Paris,Not determined
1281,Data Analyst - Ketchapp (H/F),https://fr.linkedin.com/jobs/view/data-analyst-ketchapp-h-f-at-ubisoft-1897302821?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Ubisoft,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Paris,Not determined
1282,Data Analyst (H/F),https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-talented-international-1937439347?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Talented International,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Paris,Not determined
1283,DATA ANALYST,https://fr.linkedin.com/jobs/view/data-analyst-at-sogia-systeme-1884098014?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Sogia Systeme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paris,Not determined
1284,Data Analyst - Business Intelligence H/F,https://fr.linkedin.com/jobs/view/data-analyst-business-intelligence-h-f-at-ing-france-1910383470?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,ING France,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,Paris,Not determined
1285,Data Analytics Consultant,https://fr.linkedin.com/jobs/view/data-analytics-consultant-at-digital-value-s-l-1905567688?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,DIGITAL VALUE S.L,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,Paris,Not determined
1286,Marketing Data Analyst F/H - FR821738,https://fr.linkedin.com/jobs/view/marketing-data-analyst-f-h-fr821738-at-fyte-1910177914?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,FYTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Paris,Not determined
1287,iCloud Drive - Data Analytics Engineer,https://fr.linkedin.com/jobs/view/icloud-drive-data-analytics-engineer-at-apple-1898351919?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Apple,0,1,0,1,7,0,0,0,1,0,0,0,0,0,1,0,0,Paris,Not determined
1288,Data Analyst (H/F),https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-groupm-france-1644877797?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,GroupM France,0,2,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,Paris,Not determined
1289,Stagiaire Data Analyste / Data Scientist,https://fr.linkedin.com/jobs/view/stagiaire-data-analyste-data-scientist-at-wizaly-1940733906?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Wizaly,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Paris,Not determined
1290,DATA ANALYST - H/F,https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-free-groupe-iliad-1941071669?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Free - Groupe iliad,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,Paris,Not determined
1291,Junior Data & Analytics Group - PMO Analyst m/f - Paris,https://fr.linkedin.com/jobs/view/junior-data-analytics-group-pmo-analyst-m-f-paris-at-danone-1916288576?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Danone,0,0,1,0,4,0,2,0,0,0,0,0,0,2,0,0,9,Paris,Junior Position
1292,Data Analyst (F/H),https://fr.linkedin.com/jobs/view/data-analyst-f-h-at-challenge2media-c2m-group-1909888369?refId=654701dd-3388-4f32-8a71-c0b01eb66299&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Challenge2Media (C2m group),0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,Paris,Not determined
1293,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-jellyfish-1941601391?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Jellyfish,0,2,0,2,5,1,1,2,2,0,0,0,0,0,0,0,4,Paris,Not determined
1294,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-pernod-ricard-1909403846?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Pernod Ricard,0,1,0,0,5,0,6,0,0,0,0,1,0,2,0,0,3,Paris,Not determined
1295,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-sendinblue-1921859173?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,SendinBlue,0,1,0,0,2,0,4,0,1,0,1,0,0,0,0,1,0,Paris,Not determined
1296,Data analyst / Data scientist,https://fr.linkedin.com/jobs/view/data-analyst-data-scientist-at-converteo-1942030548?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Converteo,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,Paris,Not determined
1297,STAGE - DATA & BUSINESS ANALYST,https://fr.linkedin.com/jobs/view/stage-data-business-analyst-at-chanel-1688889748?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,CHANEL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Paris,Not determined
1298,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-harnham-1906710931?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Harnham,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,Paris,Not determined
1299,DATA-ANALYST,https://fr.linkedin.com/jobs/view/data-analyst-at-ux-republic-1905101648?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,UX-Republic,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3,Paris,Not determined
1300,Business & Data Analyst,https://fr.linkedin.com/jobs/view/business-data-analyst-at-comit%C3%A9o-1918002547?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,COMITÉO,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,Paris,Not determined
1301,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-bolden-1905321664?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bolden,0,1,0,0,3,0,5,0,0,0,1,0,0,0,0,0,1,Paris,Not determined
1302,"Data Analyst, Retail Media",https://fr.linkedin.com/jobs/view/data-analyst-retail-media-at-criteo-1911117828?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Criteo,0,1,0,1,1,1,4,2,1,0,0,0,1,0,1,0,2,Paris,Not determined
1303,Data Analyst H/F,https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-total-1909870447?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Total,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Paris,Not determined
1304,Junior Data Analyst (M/F),https://fr.linkedin.com/jobs/view/junior-data-analyst-m-f-at-voodoo-io-1927248107?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Voodoo.io,0,1,0,0,4,0,6,3,1,0,0,0,1,0,1,1,1,Paris,Junior Position
1305,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-augustus-intelligence-1900121729?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Error scraping company,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0,1,Paris,Not determined
1306,Data Analyst - Ketchapp (H/F),https://fr.linkedin.com/jobs/view/data-analyst-ketchapp-h-f-at-ubisoft-1897302821?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Ubisoft,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Paris,Not determined
1307,Data Analyst (H/F),https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-talented-international-1937439347?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Talented International,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Paris,Not determined
1308,DATA ANALYST,https://fr.linkedin.com/jobs/view/data-analyst-at-sogia-systeme-1884098014?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Sogia Systeme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paris,Not determined
1309,Data Analyst - Business Intelligence H/F,https://fr.linkedin.com/jobs/view/data-analyst-business-intelligence-h-f-at-ing-france-1910383470?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,ING France,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,Paris,Not determined
1310,Data Analytics Consultant,https://fr.linkedin.com/jobs/view/data-analytics-consultant-at-digital-value-s-l-1905567688?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,DIGITAL VALUE S.L,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,Paris,Not determined
1311,Marketing Data Analyst F/H - FR821738,https://fr.linkedin.com/jobs/view/marketing-data-analyst-f-h-fr821738-at-fyte-1910177914?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,FYTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Paris,Not determined
1312,iCloud Drive - Data Analytics Engineer,https://fr.linkedin.com/jobs/view/icloud-drive-data-analytics-engineer-at-apple-1898351919?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Apple,0,1,0,1,7,0,0,0,1,0,0,0,0,0,1,0,0,Paris,Not determined
1313,Data Analyst (H/F),https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-groupm-france-1644877797?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,GroupM France,0,2,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,Paris,Not determined
1314,Stagiaire Data Analyste / Data Scientist,https://fr.linkedin.com/jobs/view/stagiaire-data-analyste-data-scientist-at-wizaly-1940733906?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Wizaly,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Paris,Not determined
1315,DATA ANALYST - H/F,https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-free-groupe-iliad-1941071669?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Free - Groupe iliad,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,Paris,Not determined
1316,Junior Data & Analytics Group - PMO Analyst m/f - Paris,https://fr.linkedin.com/jobs/view/junior-data-analytics-group-pmo-analyst-m-f-paris-at-danone-1916288576?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Danone,0,0,1,0,4,0,2,0,0,0,0,0,0,2,0,0,9,Paris,Junior Position
1317,Data Analyst (F/H),https://fr.linkedin.com/jobs/view/data-analyst-f-h-at-challenge2media-c2m-group-1909888369?refId=2421c7c0-da41-4ce0-8187-6104a0635b7e&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Challenge2Media (C2m group),0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,Paris,Not determined
1318,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-jellyfish-1941601391?refId=883471d1-9aeb-4533-b446-611ffe76bccd&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Jellyfish,0,2,0,2,5,1,1,2,2,0,0,0,0,0,0,0,4,Paris,Not determined
1319,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-pernod-ricard-1909403846?refId=883471d1-9aeb-4533-b446-611ffe76bccd&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Pernod Ricard,0,1,0,0,5,0,6,0,0,0,0,1,0,2,0,0,3,Paris,Not determined
1320,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-sendinblue-1921859173?refId=883471d1-9aeb-4533-b446-611ffe76bccd&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,SendinBlue,0,1,0,0,2,0,4,0,1,0,1,0,0,0,0,1,0,Paris,Not determined
1321,Data analyst / Data scientist,https://fr.linkedin.com/jobs/view/data-analyst-data-scientist-at-converteo-1942030548?refId=883471d1-9aeb-4533-b446-611ffe76bccd&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Converteo,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,Paris,Not determined
1322,STAGE - DATA & BUSINESS ANALYST,https://fr.linkedin.com/jobs/view/stage-data-business-analyst-at-chanel-1688889748?refId=883471d1-9aeb-4533-b446-611ffe76bccd&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,CHANEL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Paris,Not determined
1323,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-harnham-1906710931?refId=883471d1-9aeb-4533-b446-611ffe76bccd&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Harnham,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,Paris,Not determined
1324,DATA-ANALYST,https://fr.linkedin.com/jobs/view/data-analyst-at-ux-republic-1905101648?refId=883471d1-9aeb-4533-b446-611ffe76bccd&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,UX-Republic,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3,Paris,Not determined
1325,Business & Data Analyst,https://fr.linkedin.com/jobs/view/business-data-analyst-at-comit%C3%A9o-1918002547?refId=883471d1-9aeb-4533-b446-611ffe76bccd&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,COMITÉO,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,Paris,Not determined
1326,Data Analyst,https://fr.linkedin.com/jobs/view/data-analyst-at-bolden-1905321664?refId=883471d1-9aeb-4533-b446-611ffe76bccd&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Bolden,0,1,0,0,3,0,5,0,0,0,1,0,0,0,0,0,1,Paris,Not determined
1327,"Data Analyst, Retail Media",https://fr.linkedin.com/jobs/view/data-analyst-retail-media-at-criteo-1911117828?refId=883471d1-9aeb-4533-b446-611ffe76bccd&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Criteo,0,1,0,1,1,1,4,2,1,0,0,0,1,0,1,0,2,Paris,Not determined
