,job_title,company,salary,location,salary_mean,Temporality,Annualized,Seniority
0,Data Analyst,Fifty-Five,39.056 €/año,Paris,39,Yearly,39000,Not determined
1,Data Analyst,Criteo,43.140 €/año,Paris,43,Yearly,43000,Not determined
2,Data Analyst,AXA,40.000 €/año,Paris,40,Yearly,40000,Not determined
3,Data Analyst - Becario por mes,Criteo,1.522 €/mes,Paris,2,Monthly,24000,Internship
4,Data Analyst,Contentsquare,41.182 €/año,Paris,41,Yearly,41000,Not determined
5,Data Analyst,Ubisoft,44.465 €/año,Paris,44,Yearly,44000,Not determined
6,Data Analyst,Orange,48.000 €/año,Paris,48,Yearly,48000,Not determined
7,Data Analyst,Renault,37.991 €/año,Paris,38,Yearly,38000,Not determined
8,Data Analyst - Por mes,EDF,1.268 €/mes,Paris,1,Monthly,12000,Not determined
9,Data Analyst - Becario por mes,AXA,1.605 €/mes,Paris,2,Monthly,24000,Internship
10,Data Analyst - Becario por mes,TOTAL,1.043 €/mes,Paris,1,Monthly,12000,Internship
11,Data Analyst,Saint-Gobain,41.110 €/año,Paris,41,Yearly,41000,Not determined
12,Data Analyst,Organisation for Economic Co-operation and Development,55.147 €/año,Paris,55,Yearly,55000,Not determined
13,Data Analyst,Cegedim,40.000 €/año,Paris,40,Yearly,40000,Not determined
14,Data Analyst,BlaBlaCar,43.297 €/año,Paris,43,Yearly,43000,Not determined
15,Data Analyst,Dailymotion,52.000 €/año,Paris,52,Yearly,52000,Not determined
16,Data Analyst,Kisio,33.050 €/año,Paris,33,Yearly,33000,Not determined
17,Data Analyst,Ada,100.268 €/año,Paris,100,Yearly,100000,Not determined
18,Data Analyst - Becario por mes,Société Générale,1.514 €/mes,Paris,2,Monthly,24000,Internship
19,Data Analyst - Becario por mes,BNP Paribas,1.647 €/mes,Paris,2,Monthly,24000,Internship
20,Data Analyst - Becario por mes,Orange,1.380 €/mes,Paris,1,Monthly,12000,Internship
21,Data Analyst - Becario por mes,Renault,934 €/mes,Paris,934,Monthly,11208,Internship
22,Data Analyst - Becario por mes,EY,1.658 €/mes,Paris,2,Monthly,24000,Internship
23,Data Analyst - Becario por mes,EDF,1.353 €/mes,Paris,1,Monthly,12000,Internship
24,Data Analyst - Por mes,Bouygues Telecom,2.791 €/mes,Paris,3,Monthly,36000,Not determined
25,Data Analyst - Becario por mes,Bouygues Telecom,1.247 €/mes,Paris,1,Monthly,12000,Internship
26,Data Analyst,Air France,38.886 €/año,Paris,39,Yearly,39000,Not determined
27,Data Analyst,La Banque Postale,38.816 €/año,Paris,39,Yearly,39000,Not determined
28,Data Analyst,CANAL+,40.118 €/año,Paris,40,Yearly,40000,Not determined
29,Data Analyst - Becario por mes,Chanel,1.423 €/mes,Paris,1,Monthly,12000,Internship
30,Data Analyst,happn,47.554 €/año,Paris,48,Yearly,48000,Not determined
31,Data Analyst,Experian,42.642 €/año,Paris,43,Yearly,43000,Not determined
32,Data Analyst,Accuity,40.381 €/año,Paris,40,Yearly,40000,Not determined
33,Data Analyst,BNP Paribas,43.766 €/año,Paris,44,Yearly,44000,Not determined
34,Data Analyst - Proveedor de servicios,BNP Paribas,40.821 €/año,Paris,41,Yearly,41000,Not determined
35,Data Analyst - Por mes,Orange,2.277 €/mes,Paris,2,Monthly,24000,Not determined
36,Data Analyst - Becario por mes,Capgemini,523 €/mes,Paris,523,Monthly,6276,Internship
37,Data Analyst,EY,42.334 €/año,Paris,42,Yearly,42000,Not determined
38,Data Analyst,Accenture,37.618 €/año,Paris,38,Yearly,38000,Not determined
39,Data Analyst,Groupe Crédit Agricole,31.119 €/año,Paris,31,Yearly,31000,Not determined
40,Data Analyst - Por mes,CGI,2.348 €/mes,Paris,2,Monthly,24000,Not determined
41,Data Analyst,CGI,38.146 €/año,Paris,38,Yearly,38000,Not determined
42,Data Analyst - Por mes,EDF,1.206 €/mes,Paris,1,Monthly,12000,Not determined
43,Data Analyst,EDF,62.574 €/año,Paris,63,Yearly,63000,Not determined
44,Data Analyst,Carrefour,39.364 €/año,Paris,39,Yearly,39000,Not determined
45,Data Analyst - Becario por mes,Groupe PSA,1.009 €/mes,Paris,1,Monthly,12000,Internship
46,Data Analyst - Por mes,AXA,1.657 €/mes,Paris,2,Monthly,24000,Not determined
47,Data Analyst,Deloitte,40.754 €/año,Paris,41,Yearly,41000,Not determined
48,Data Analyst - Proveedor de servicios por mes,TOTAL,1.185 €/mes,Paris,1,Monthly,12000,Not determined
49,Data Analyst,TOTAL,42.392 €/año,Paris,42,Yearly,42000,Not determined
50,Data Analyst - Por mes,TOTAL,2.536 €/mes,Paris,3,Monthly,36000,Not determined
51,Data Analyst - Por mes,PwC,1.591 €/mes,Paris,2,Monthly,24000,Not determined
52,Data Analyst,PwC,46.000 €/año,Paris,46,Yearly,46000,Not determined
53,Data Analyst - Becario por mes,PwC,1.654 €/mes,Paris,2,Monthly,24000,Internship
54,Data Analyst,La Poste,46.952 €/año,Paris,47,Yearly,47000,Not determined
55,Data Analyst - Becario por mes,La Poste,732 €/mes,Paris,732,Monthly,8784,Internship
56,Data Analyst,ENGIE,46.572 €/año,Paris,47,Yearly,47000,Not determined
57,Data Analyst - Por mes,ENGIE,1.203 €/mes,Paris,1,Monthly,12000,Not determined
58,Data Analyst,IBM,46.572 €/año,Paris,47,Yearly,47000,Not determined
59,Data Analyst,IBM,40.138 €/año,Paris,40,Yearly,40000,Not determined
60,Data Analyst - Proveedor de servicios,Natixis,38.102 €/año,Paris,38,Yearly,38000,Not determined
61,Data Analyst,Natixis,19.055 €/año,Paris,19,Yearly,19000,Not determined
62,Data Analyst - Proveedor de servicios por mes,Natixis,1.615 €/mes,Paris,2,Monthly,24000,Not determined
63,Data Analyst,Natixis,44.949 €/año,Paris,45,Yearly,45000,Not determined
64,Data Analyst - Becario por mes,SFR,1.282 €/mes,Paris,1,Monthly,12000,Internship
65,Data Analyst,SFR,55.211 €/año,Paris,55,Yearly,55000,Not determined
66,Data Analyst - Proveedor de servicios por mes,SFR,1.569 €/mes,Paris,2,Monthly,24000,Not determined
67,Data Analyst - Por mes,Schneider Electric,1.504 €/mes,Paris,2,Monthly,24000,Not determined
68,Data Analyst - Becario por mes,CEA,1.355 €/mes,Paris,1,Monthly,12000,Internship
69,Data Analyst - Por mes,Air France,1.223 €/mes,Paris,1,Monthly,12000,Not determined
70,Data Analyst,HSBC Holdings,44.138 €/año,Paris,44,Yearly,44000,Not determined
71,Data Analyst - Becario por mes,Vinci,1.420 €/mes,Paris,1,Monthly,12000,Internship
72,Data Analyst,Mazars,42.433 €/año,Paris,42,Yearly,42000,Not determined
73,Data Analyst - Becario por mes,Mazars,1.527 €/mes,Paris,2,Monthly,24000,Internship
74,Data Analyst,Ubisoft,33.432 €/año,Paris,33,Yearly,33000,Not determined
75,Data Analyst - Becario por mes,Accor,1.237 €/mes,Paris,1,Monthly,12000,Internship
76,Data Analyst - Becario por mes,Air Liquide,1.411 €/mes,Paris,1,Monthly,12000,Internship
77,Data Analyst - Proveedor de servicios,LVMH,39.159 €/año,Paris,39,Yearly,39000,Not determined
78,Data Analyst - Becario por mes,Veepee,1.543 €/mes,Paris,2,Monthly,24000,Internship
79,Data Analyst - Becario por mes,LVMH,1.253 €/mes,Paris,1,Monthly,12000,Internship
80,Data Analyst - Por mes,Criteo,4.277 €/mes,Paris,4,Monthly,48000,Not determined
81,Data Analyst - Becario por mes,Sodexo,1.116 €/mes,Paris,1,Monthly,12000,Internship
82,Data Analyst - Por mes,Sodexo,3.088 €/mes,Paris,3,Monthly,36000,Not determined
83,Data Analyst,BearingPoint,45.649 €/año,Paris,46,Yearly,46000,Not determined
84,Data Analyst,Murex,46.663 €/año,Paris,47,Yearly,47000,Not determined
85,Data Analyst,Nissan,35.327 €/año,Paris,35,Yearly,35000,Not determined
86,Data Analyst - Becario por mes,Aubay,913 €/mes,Paris,913,Monthly,10956,Internship
87,Data Analyst,Keyrus,42.070 €/año,Paris,42,Yearly,42000,Not determined
88,Data Analyst - Por mes,Cegedim,1.231 €/mes,Paris,1,Monthly,12000,Not determined
89,Data Analyst,Yves Rocher,40.716 €/año,Paris,41,Yearly,41000,Not determined
90,Data Analyst - Becario por mes,IQVIA,1.420 €/mes,Paris,1,Monthly,12000,Internship
91,Data Analyst - Por mes,numberly (1000mercis group),1.206 €/mes,Paris,1,Monthly,12000,Not determined
92,Data Analyst,numberly (1000mercis group),37.258 €/año,Paris,37,Yearly,37000,Not determined
93,Data Analyst - Becario por mes,Robert Bosch,1.320 €/mes,Paris,1,Monthly,12000,Internship
94,Data Analyst - Becario por mes,AG2R la Mondiale,776 €/mes,Paris,776,Monthly,9312,Internship
95,Data Analyst - Por mes,Arval BNP Paribas Group,1.500 €/mes,Paris,2,Monthly,24000,Not determined
96,Data Analyst - Por mes,Réseau de Transport d'Electricité,1.116 €/mes,Paris,1,Monthly,12000,Not determined
97,Data Analyst - Becario por mes,Réseau de Transport d'Electricité,870 €/mes,Paris,870,Monthly,10440,Internship
98,Data Analyst,Havas Media,36.221 €/año,Paris,36,Yearly,36000,Not determined
99,Data Analyst - Becario por mes,CPAM,532 €/mes,Paris,532,Monthly,6384,Internship
100,Data Analyst - Becario por mes,Datawords,602 €/mes,Paris,602,Monthly,7224,Internship
101,Data Analyst,Arkema,45.537 €/año,Paris,46,Yearly,46000,Not determined
102,Data Analyst,Sfeir,62.238 €/año,Paris,62,Yearly,62000,Not determined
103,Data Analyst - Por mes,Air France-KLM,1.408 €/mes,Paris,1,Monthly,12000,Not determined
104,Data Analyst - Becario por mes,BNP Paribas Personal Finance,1.300 €/mes,Paris,1,Monthly,12000,Internship
105,Data Analyst - Por mes,BNP Paribas Personal Finance,1.932 €/mes,Paris,2,Monthly,24000,Not determined
106,Data Analyst - Becario por mes,Korian,1.000 €/mes,Paris,1,Monthly,12000,Internship
107,Data Analyst - Becario por mes,Louvre Hotels Group,1.323 €/mes,Paris,1,Monthly,12000,Internship
108,Data Analyst,Meero,44.949 €/año,Paris,45,Yearly,45000,Not determined
109,Data Analyst - Becario por mes,Fifty-Five,940 €/mes,Paris,940,Monthly,11280,Internship
110,Data Analyst - Becario por mes,Contentsquare,1.035 €/mes,Paris,1,Monthly,12000,Internship
111,Data Analyst - Becario por mes,Dailymotion,1.223 €/mes,Paris,1,Monthly,12000,Internship
112,Data Analyst - Becario por mes,Reed Exhibitions,845 €/mes,Paris,845,Monthly,10140,Internship
113,Data Analyst,Artefact,39.954 €/año,Paris,40,Yearly,40000,Not determined
114,Data Analyst,Meetic,60.929 €/año,Paris,61,Yearly,61000,Not determined
115,Data Analyst - Becario por mes,GRTgaz,752 €/mes,Paris,752,Monthly,9024,Internship
116,Data Analyst,Ogilvy,33.121 €/año,Paris,33,Yearly,33000,Not determined
117,Data Analyst,Boursorama,28.214 €/año,Paris,28,Yearly,28000,Not determined
118,Data Analyst,Aptar,45.121 €/año,Paris,45,Yearly,45000,Not determined
119,Data Analyst,EVANEOS,35.111 €/año,Paris,35,Yearly,35000,Not determined
120,Data Analyst - Becario por mes,Jumia,1.044 €/mes,Paris,1,Monthly,12000,Internship
121,Data Analyst - Por mes,Euronext,1.521 €/mes,Paris,2,Monthly,24000,Not determined
122,Data Analyst,Kapten,45.649 €/año,Paris,46,Yearly,46000,Not determined
123,Data Analyst,Warner Bros.,60.027 €/año,Paris,60,Yearly,60000,Not determined
124,Data Analyst - Por mes,ING,2.306 €/mes,Paris,2,Monthly,24000,Not determined
125,Data Analyst - Becario por mes,Dataiku,1.200 €/mes,Paris,1,Monthly,12000,Internship
126,Data Analyst,ING,42.610 €/año,Paris,43,Yearly,43000,Not determined
127,Data Analyst,PMU,41.000 €/año,Paris,41,Yearly,41000,Not determined
128,Data Analyst - Becario por mes,TUI Group,521 €/mes,Paris,521,Monthly,6252,Internship
129,Data Analyst,Havas Worldwide,50.467 €/año,Paris,50,Yearly,50000,Not determined
130,Data Analyst,Figaro Classifieds,45.461 €/año,Paris,45,Yearly,45000,Not determined
131,Data Analyst,Vertone,39.240 €/año,Paris,39,Yearly,39000,Not determined
132,Data Analyst - Becario por mes,AXA Partners,1.305 €/mes,Paris,1,Monthly,12000,Internship
133,Data Analyst,simply market,51.640 €/año,Paris,52,Yearly,52000,Not determined
134,Data Analyst - Becario por mes,Frichti,879 €/mes,Paris,879,Monthly,10548,Internship
135,Data Analyst,Le Figaro,36.000 €/año,Paris,36,Yearly,36000,Not determined
136,Data Analyst - Becario por mes,happn,834 €/mes,Paris,834,Monthly,10008,Internship
137,Data Analyst,Abbott,47.329 €/año,Paris,47,Yearly,47000,Not determined
138,Data Analyst,Photobox,32.988 €/año,Paris,33,Yearly,33000,Not determined
139,Data Analyst - Becario por mes,GreenFlex,1.006 €/mes,Paris,1,Monthly,12000,Internship
140,Data Analyst - Becario por mes,Linkfluence,828 €/mes,Paris,828,Monthly,9936,Internship
141,Data Analyst,Aircall,42.605 €/año,Paris,43,Yearly,43000,Not determined
142,Data Analyst - Becario por mes,International Energy Agency,708 €/mes,Paris,708,Monthly,8496,Internship
143,Data Analyst,Holidog,31.342 €/año,Paris,31,Yearly,31000,Not determined
144,Data Analyst,Back Market,48.124 €/año,Paris,48,Yearly,48000,Not determined
145,Data Analyst - Becario por mes,Direct Assurance,1.623 €/mes,Paris,2,Monthly,24000,Internship
146,Data Analyst,Direct Assurance,45.000 €/año,Paris,45,Yearly,45000,Not determined
147,Data Analyst,Fullsix,38.214 €/año,Paris,38,Yearly,38000,Not determined
148,Data Analyst,Drivy,40.138 €/año,Paris,40,Yearly,40000,Not determined
