,job_title,company,salary,location,salary_mean,temp,seniority
0,Data Analyst,Booking.com,57.611 €/año,Amsterdam,57.611,Yearly,Not determined
1,Data Analyst,ING,59.864 €/año,Amsterdam,59.864,Yearly,Not determined
2,Data Analyst - Por mes,ING,4.732 €/mes,Amsterdam,4.732,Monthly,Not determined
3,Data Analyst,Optiver,43.339 €/año,Amsterdam,43.339,Yearly,Not determined
4,Data Analyst - Por mes,Motivaction International,2.700 €/mes,Amsterdam,2.7,Monthly,Not determined
5,Data Analyst - Por mes,ING,1.538 €/mes,Amsterdam,1.538,Monthly,Not determined
6,Data Analyst - Por mes,Rabobank,1.539 €/mes,Amsterdam,1.539,Monthly,Not determined
7,Data Analyst - Por mes,PwC,3.823 €/mes,Amsterdam,3.823,Monthly,Not determined
8,Data Analyst - Becario por mes,NIKE,801 €/mes,Amsterdam,801.0,Monthly,Not determined
9,Data Analyst - Por mes,Akzo Nobel Worldwide,2.523 £/mes,Amsterdam,2.523,Monthly,Not determined
10,Data Analyst - Por mes,Elsevier,3.695 €/mes,Amsterdam,3.695,Monthly,Not determined
11,Data Analyst,Elsevier,71.212 €/año,Amsterdam,71.212,Yearly,Not determined
12,Data Analyst - Por mes,adidas,2.991 €/mes,Amsterdam,2.991,Monthly,Not determined
13,Data Analyst,Tata Consultancy Services,40.000 €/año,Amsterdam,40.0,Yearly,Not determined
14,Data Analyst,TNT Express,149.440 €/año,Amsterdam,149.44,Yearly,Not determined
15,Data Analyst,Catawiki,47.298 €/año,Amsterdam,47.298,Yearly,Not determined
16,Data Analyst - Becario por mes,Ahold Delhaize,508 €/mes,Amsterdam,508.0,Monthly,Not determined
17,Data Analyst - Proveedor de servicios,Juniper Networks,38.061 €/año,Amsterdam,38.061,Yearly,Not determined
18,Data Analyst,Spotzer,28.084 €/año,Amsterdam,28.084,Yearly,Not determined
19,Data Analyst - Proveedor de servicios por mes,Staples,4.634 €/mes,Amsterdam,4.634,Monthly,Not determined
20,Data Analyst,Takeaway.com,50.558 €/año,Amsterdam,50.558,Yearly,Not determined
21,Data Analyst,Bynder,56.000 €/año,Amsterdam,56.0,Yearly,Not determined
22,Data Analyst,eBay,96.059 €/año,Amsterdam,96.059,Yearly,Not determined
23,Data Analyst - Por mes,Diageo,5.484 €/mes,Amsterdam,5.484,Monthly,Not determined
24,Data Analyst - Por mes,IQVIA,3.384 €/mes,Amsterdam,3.384,Monthly,Not determined
25,Data Analyst,IQVIA,39.940 €/año,Amsterdam,39.94,Yearly,Not determined
26,Data Analyst - Por mes,LeasePlan Nederland NV,4.045 €/mes,Amsterdam,4.045,Monthly,Not determined
27,Data Analyst - Por mes,MessageBird,3.600 €/mes,Amsterdam,3.6,Monthly,Not determined
28,Data Analyst,Pathé,31.672 €/año,Amsterdam,31.672,Yearly,Not determined
29,Data Analyst - Por mes,EVBox,4.570 €/mes,Amsterdam,4.57,Monthly,Not determined
30,Data Analyst - Becario por mes,FedEx,299 €/mes,Amsterdam,299.0,Monthly,Not determined
31,Data Analyst - Por mes,Quby,3.675 €/mes,Amsterdam,3.675,Monthly,Not determined
32,Data Analyst,DS Smith,39.357 €/año,Amsterdam,39.357,Yearly,Not determined
33,Data Analyst,Zivver,42.468 €/año,Amsterdam,42.468,Yearly,Not determined
34,Data Analyst - Por mes,Priogen Group,1.868 €/mes,Amsterdam,1.868,Monthly,Not determined
35,Data Analyst,YGroup,44.866 €/año,Amsterdam,44.866,Yearly,Not determined
36,Data Analyst - Por hora,Dutchwebshark,12 €/h,Amsterdam,12.0,Hourly,Not determined
37,Data Analyst - Por mes,MeMo²,2.571 €/mes,Amsterdam,2.571,Monthly,Not determined
38,Data Analyst - Proveedor de servicios por mes,Databased Consultancy,5.143 €/mes,Amsterdam,5.143,Monthly,Not determined
39,Data Analyst - Por hora,Stichting Compuact Modulaire Opleidingen,11 €/h,Amsterdam,11.0,Hourly,Not determined
40,Data Analyst,BIRD,42.872 €/año,Amsterdam,42.872,Yearly,Not determined
41,Data Analyst - Por mes,DDB Unlimited,2.803 €/mes,Amsterdam,2.803,Monthly,Not determined
42,Senior Data Analyst - Por mes,Shell,6.007 €/mes,Amsterdam,6.007,Monthly,Senior Position
43,Senior Data Analyst - Por mes,Elsevier,6.177 €/mes,Amsterdam,6.177,Monthly,Senior Position
44,Senior Data Analyst,Tommy Hilfiger,42.697 €/año,Amsterdam,42.697,Yearly,Senior Position
45,Senior Data Analyst - Proveedor de servicios por hora,eBay,117 €/h,Amsterdam,117.0,Hourly,Senior Position
46,Senior Data Analyst - Por mes,IceMobile,4.407 €/mes,Amsterdam,4.407,Monthly,Senior Position
47,Business Data Analyst,Rabobank,50.103 €/año,Amsterdam,50.103,Yearly,Not determined
48,Business Data Analyst,Atradius,78.646 €/año,Amsterdam,78.646,Yearly,Not determined
49,Master Data Analyst,Akzo Nobel Worldwide,29.378 €/año,Amsterdam,29.378,Yearly,Not determined
50,Senior Business Data Analyst - Proveedor de servicios por hora,Atradius,86 €/h,Amsterdam,86.0,Hourly,Senior Position
51,Customer Data Analyst,TNT Express,103.406 €/año,Amsterdam,103.406,Yearly,Not determined
52,Data Analyst,Zalando,50.301 €,Berlin,50.301,Yearly,Not determined
53,Data Analyst,Rocket Internet,36 k € - 43 k €,Berlin,39.5,Yearly,Not determined
54,Data Analyst,N26,31 k € - 40 k €,Berlin,35.5,Yearly,Not determined
55,Data Analyst - Becario por mes,N26,1 k € - 2 k €,Berlin,1.5,Monthly,Not determined
56,Data Analyst,HelloFresh,41 k € - 45 k €,Berlin,43.0,Yearly,Not determined
57,Data Analyst,MyToys,43 k € - 51 k €,Berlin,47.0,Yearly,Not determined
58,Data Analyst,BMW,39 k € - 43 k €,Berlin,41.0,Yearly,Not determined
59,Data Analyst,Accenture,38 k € - 42 k €,Berlin,40.0,Yearly,Not determined
60,Data Analyst - Por mes,Deutsche Bank,2 k € - 2 k €,Berlin,2.0,Monthly,Not determined
61,Data Analyst,Deutsche Bank,57 k € - 60 k €,Berlin,58.5,Yearly,Not determined
62,Data Analyst - Por hora,Deloitte,13 € - 15 €,Berlin,14.0,Hourly,Not determined
63,Data Analyst - Por mes,Amazon,2 k € - 2 k €,Berlin,2.0,Monthly,Not determined
64,Data Analyst,Amazon,39 k € - 42 k €,Berlin,40.5,Yearly,Not determined
65,Data Analyst,ImmoScout24,50 k € - 54 k €,Berlin,52.0,Yearly,Not determined
66,Data Analyst - Por mes,HelloFresh,886 € - 957 €,Berlin,921.5,Monthly,Not determined
67,Data Analyst,Babbel,37 k € - 40 k €,Berlin,38.5,Yearly,Not determined
68,Data Analyst,AOK,55 k € - 61 k €,Berlin,58.0,Yearly,Not determined
69,Data Analyst,Blacklane,43 k € - 47 k €,Berlin,45.0,Yearly,Not determined
70,Data Analyst,Deutsche Kreditbank,62 k € - 68 k €,Berlin,65.0,Yearly,Not determined
71,Data Analyst,Springer Nature,41 k € - 45 k €,Berlin,43.0,Yearly,Not determined
72,Data Analyst,Contentful,41 k € - 44 k €,Berlin,42.5,Yearly,Not determined
73,Data Analyst - Becario por mes,gamigo,2 k € - 2 k €,Berlin,2.0,Monthly,Not determined
74,Data Analyst - Por mes,Honeypot,3 k € - 4 k €,Berlin,3.5,Monthly,Not determined
75,Data Analyst - Por mes,Facebook,10 k € - 11 k €,Berlin,10.5,Monthly,Not determined
76,Data Analyst - Por mes,Viafon GmbH,3 k € - 3 k €,Berlin,3.0,Monthly,Not determined
77,Data Analyst,Metrinomics,58 k € - 63 k €,Berlin,60.5,Yearly,Not determined
78,Data Analyst,Datapine,26 k € - 28 k €,Berlin,27.0,Yearly,Not determined
79,Data Analyst - Becario por hora,Datapine,14 € - 15 €,Berlin,14.5,Hourly,Not determined
80,Data Analyst - Proveedor de servicios por mes,Kitchen Stories,3 k € - 3 k €,Berlin,3.0,Monthly,Not determined
81,Data Analyst,Gerandu,53 k € - 57 k €,Berlin,55.0,Yearly,Not determined
82,Data Analyst - Por mes,PVB Presse Vertrieb Berlin,2 k € - 2 k €,Berlin,2.0,Monthly,Not determined
83,Data Analyst,Zeppelin Lab,52 k € - 56 k €,Berlin,54.0,Yearly,Not determined
84,Data Analyst - Becario por mes,FOURSOURCE,2 k € - 2 k €,Berlin,2.0,Monthly,Not determined
85,Data Analyst - Por hora,Blasty,15 € - 16 €,Berlin,15.5,Hourly,Not determined
86,Data Analyst - Por mes,Universidad de Chile,2 k € - 2 k €,Berlin,2.0,Monthly,Not determined
87,Senior Data Analyst,Accenture,39 k € - 41 k €,Berlin,40.0,Yearly,Senior Position
88,Senior Data Analyst,L'Oréal,84 k R$ - 91 k R$,Berlin,87.5,Yearly,Senior Position
89,Senior Data Analyst,Aroundhome,55 k € - 60 k €,Berlin,57.5,Yearly,Senior Position
90,Senior Data Analyst,Capital Bay,77 k € - 84 k €,Berlin,80.5,Yearly,Senior Position
91,Junior Data Analyst,Deutsche Bank,31 k € - 34 k €,Berlin,32.5,Yearly,Junior Position
92,Junior Data Analyst - Por mes,E.ON,3 k € - 4 k €,Berlin,3.5,Monthly,Junior Position
93,Junior Data Analyst,ImmoScout24,45 k € - 48 k €,Berlin,46.5,Yearly,Junior Position
94,Financial Data Analyst - Por hora,Wayfair,12 € - 14 €,Berlin,13.0,Hourly,Not determined
95,Financial Data Analyst - Becario por mes,Cubits,810 € - 870 €,Berlin,840.0,Monthly,Not determined
96,Clinical Data Analyst,Parexel,56 k € - 61 k €,Berlin,58.5,Yearly,Not determined
97,Data Analyst Intern - Por mes,Medigo,1 k € - 1 k €,Berlin,1.0,Monthly,Not determined
98,Master Data Analyst,Weber-Stephen Products,48 k € - 52 k €,Berlin,50.0,Yearly,Not determined
99,Big Data Analyst - Por mes,Universität Siegen,3 k € - 3 k €,Berlin,3.0,Monthly,Not determined
100,Product Data Analyst,Zalando,45 k € - 49 k €,Berlin,47.0,Yearly,Not determined
101,Datenanalyst - Becario por mes,Zalando,687 € - 739 €,Berlin,713.0,Monthly,Not determined
102,Datenanalyst,Zalando,52 k € - 56 k €,Berlin,54.0,Yearly,Not determined
103,Datenanalyst - Por mes,Groupon,5 k € - 5 k €,Berlin,5.0,Monthly,Not determined
104,Datenanalyst - Becario por hora,Move24,15 € - 16 €,Berlin,15.5,Hourly,Not determined
105,Datenanalyst - Becario por mes,Flaconi,407 € - 439 €,Berlin,423.0,Monthly,Not determined
106,Senior Financial Data Analyst,Ratepay,67 k € - 73 k €,Berlin,70.0,Yearly,Senior Position
107,Data Analyst Trainee,Ubiqum Code Academy,52 k € - 57 k €,Berlin,54.5,Yearly,Not determined
108,Data Analyst,KPMG,26.026 €/año,Dublin,26.026,Yearly,Not determined
109,Data Analyst,Accenture,28.414 €/año,Dublin,28.414,Yearly,Not determined
110,Data Analyst,Aon,41.473 €/año,Dublin,41.473,Yearly,Not determined
111,Data Analyst,Google,35.270 €/año,Dublin,35.27,Yearly,Not determined
112,Data Analyst,Allied Irish Banks,45.723 €/año,Dublin,45.723,Yearly,Not determined
113,Data Analyst,EY,34.384 €/año,Dublin,34.384,Yearly,Not determined
114,Data Analyst,Bank of Ireland,32.655 €/año,Dublin,32.655,Yearly,Not determined
115,Data Analyst,Paddy Power Betfair,34.659 €/año,Dublin,34.659,Yearly,Not determined
116,Data Analyst,Groupon,61.697 €/año,Dublin,61.697,Yearly,Not determined
117,Data Analyst,Intercontinental Exchange,26.156 €/año,Dublin,26.156,Yearly,Not determined
118,Data Analyst,Fidelity Investments,37.792 €/año,Dublin,37.792,Yearly,Not determined
119,Data Analyst,Infosys BPM,24.404 €/año,Dublin,24.404,Yearly,Not determined
120,Data Analyst,ACIA,35.965 €/año,Dublin,35.965,Yearly,Not determined
121,Data Analyst,Clavis Insight,31.969 €/año,Dublin,31.969,Yearly,Not determined
122,Data Analyst,Interactive Data,24.410 €/año,Dublin,24.41,Yearly,Not determined
123,Data Analyst - Proveedor de servicios,Google,23.693 €/año,Dublin,23.693,Yearly,Not determined
124,Data Analyst - Proveedor de servicios por mes,Allied Irish Banks,8.022 €/mes,Dublin,8.022,Monthly,Not determined
125,Data Analyst - Becario,EY,18.982 £/año,Dublin,18.982,Yearly,Not determined
126,Data Analyst - Proveedor de servicios,KPMG,26.026 €/año,Dublin,26.026,Yearly,Not determined
127,Data Analyst,Facebook,63.188 €/año,Dublin,63.188,Yearly,Not determined
128,Data Analyst,permanent tsb,41.302 €/año,Dublin,41.302,Yearly,Not determined
129,Data Analyst,Deutsche Bank,60.568 €/año,Dublin,60.568,Yearly,Not determined
130,Data Analyst,Bank of America,42.365 €/año,Dublin,42.365,Yearly,Not determined
131,Data Analyst,Three Ireland,59.082 €/año,Dublin,59.082,Yearly,Not determined
132,Data Analyst,ESBI,44.078 €/año,Dublin,44.078,Yearly,Not determined
133,Data Analyst - Proveedor de servicios,Mylan Inc,40.155 €/año,Dublin,40.155,Yearly,Not determined
134,Data Analyst,Central Bank of Ireland,47.622 €/año,Dublin,47.622,Yearly,Not determined
135,Data Analyst,Allied Irish Bank (GB),28.720 €/año,Dublin,28.72,Yearly,Not determined
136,Data Analyst,SSE,49.636 €/año,Dublin,49.636,Yearly,Not determined
137,Data Analyst,Pocket Kings,33.842 €/año,Dublin,33.842,Yearly,Not determined
138,Data Analyst,RSA Group,47.689 €/año,Dublin,47.689,Yearly,Not determined
139,Data Analyst - Proveedor de servicios,Clavis Insight,37.536 €/año,Dublin,37.536,Yearly,Not determined
140,Data Analyst - Por mes,Accenture,2.002 €/mes,Dublin,2.002,Monthly,Not determined
141,Data Analyst,IBM,30.300 €/año,Dublin,30.3,Yearly,Not determined
142,Data Analyst - Por mes,Allied Irish Banks,5.994 €/mes,Dublin,5.994,Monthly,Not determined
143,Data Analyst,Microsoft,45.000 €/año,Dublin,45.0,Yearly,Not determined
144,Data Analyst - Becario,EY,16.934 €/año,Dublin,16.934,Yearly,Not determined
145,Data Analyst - Becario,Deloitte,19.709 €/año,Dublin,19.709,Yearly,Not determined
146,Data Analyst - Proveedor de servicios,Deloitte,46.074 €/año,Dublin,46.074,Yearly,Not determined
147,Data Analyst - Becario por mes,Bank of Ireland,1.822 €/mes,Dublin,1.822,Monthly,Not determined
148,Data Analyst,Salesforce,39.631 €/año,Dublin,39.631,Yearly,Not determined
149,Data Analyst - Proveedor de servicios,PwC,23.906 €/año,Dublin,23.906,Yearly,Not determined
150,Data Analyst - Becario,PwC,18.982 €/año,Dublin,18.982,Yearly,Not determined
151,Data Analyst - Proveedor de servicios por hora,CPL Resources,11 €/h,Dublin,11.0,Hourly,Not determined
152,Data Analyst,Arvato,42.335 €/año,Dublin,42.335,Yearly,Not determined
153,Data Analyst - Becario por mes,University College Dublin,1.401 €/mes,Dublin,1.401,Monthly,Not determined
154,Data Analyst - Proveedor de servicios,eircom,37.482 €/año,Dublin,37.482,Yearly,Not determined
155,Data Analyst,eircom,43.828 €/año,Dublin,43.828,Yearly,Not determined
156,Data Analyst,eircom,30.179 €/año,Dublin,30.179,Yearly,Not determined
157,Data Analyst - Proveedor de servicios,Health Service Executive,41.960 €/año,Dublin,41.96,Yearly,Not determined
158,Data Analyst,Health Service Executive,35.140 €/año,Dublin,35.14,Yearly,Not determined
159,Data Analyst,Version 1,30.698 €/año,Dublin,30.698,Yearly,Not determined
160,Data Analyst,Pfizer,38.125 €/año,Dublin,38.125,Yearly,Not determined
161,Data Analyst - Por mes,Airbnb,2.278 €/mes,Dublin,2.278,Monthly,Not determined
162,Data Analyst,Smartbox Worldwide,30.000 €/año,Dublin,30.0,Yearly,Not determined
163,Data Analyst - Por mes,Kerry,2.463 €/mes,Dublin,2.463,Monthly,Not determined
164,Data Analyst,CarTrawler,40.115 €/año,Dublin,40.115,Yearly,Not determined
165,Data Analyst,Ryanair,28.084 €/año,Dublin,28.084,Yearly,Not determined
166,Data Analyst - Becario,Deutsche Bank,22.066 €/año,Dublin,22.066,Yearly,Not determined
167,Data Analyst - Por hora,HCL Technologies,11 €/h,Dublin,11.0,Hourly,Not determined
168,Data Analyst,Salesforce,39.631 €/año,Dublin,39.631,Yearly,Not determined
169,Data Analyst - Proveedor de servicios,PwC,23.906 €/año,Dublin,23.906,Yearly,Not determined
170,Data Analyst - Becario,PwC,18.982 €/año,Dublin,18.982,Yearly,Not determined
171,Data Analyst - Proveedor de servicios por hora,CPL Resources,11 €/h,Dublin,11.0,Hourly,Not determined
172,Data Analyst,Arvato,42.335 €/año,Dublin,42.335,Yearly,Not determined
173,Data Analyst - Becario por mes,University College Dublin,1.401 €/mes,Dublin,1.401,Monthly,Not determined
174,Data Analyst - Proveedor de servicios,eircom,37.482 €/año,Dublin,37.482,Yearly,Not determined
175,Data Analyst,eircom,43.828 €/año,Dublin,43.828,Yearly,Not determined
176,Data Analyst,eircom,30.179 €/año,Dublin,30.179,Yearly,Not determined
177,Data Analyst - Proveedor de servicios,Health Service Executive,41.960 €/año,Dublin,41.96,Yearly,Not determined
178,Data Analyst,Health Service Executive,35.140 €/año,Dublin,35.14,Yearly,Not determined
179,Data Analyst,Version 1,30.698 €/año,Dublin,30.698,Yearly,Not determined
180,Data Analyst,Pfizer,38.125 €/año,Dublin,38.125,Yearly,Not determined
181,Data Analyst - Por mes,Airbnb,2.278 €/mes,Dublin,2.278,Monthly,Not determined
182,Data Analyst,Smartbox Worldwide,30.000 €/año,Dublin,30.0,Yearly,Not determined
183,Data Analyst - Por mes,Kerry,2.463 €/mes,Dublin,2.463,Monthly,Not determined
184,Data Analyst,CarTrawler,40.115 €/año,Dublin,40.115,Yearly,Not determined
185,Data Analyst,Ryanair,28.084 €/año,Dublin,28.084,Yearly,Not determined
186,Data Analyst - Becario,Deutsche Bank,22.066 €/año,Dublin,22.066,Yearly,Not determined
187,Data Analyst - Por hora,HCL Technologies,11 €/h,Dublin,11.0,Hourly,Not determined
188,Data Analyst,HCL Technologies,27.434 €/año,Dublin,27.434,Yearly,Not determined
189,Data Analyst - Proveedor de servicios,Bank of America,30.090 €/año,Dublin,30.09,Yearly,Not determined
190,Data Analyst,Susquehanna International Group (SIG),51.493 €/año,Dublin,51.493,Yearly,Not determined
191,Data Analyst,Mylan Inc,53.102 €/año,Dublin,53.102,Yearly,Not determined
192,Data Analyst,Aviva,24.476 €/año,Dublin,24.476,Yearly,Not determined
193,Data Analyst - Proveedor de servicios por hora,Central Bank of Ireland,55 €/h,Dublin,55.0,Hourly,Not determined
194,Data Analyst - Proveedor de servicios,Yahoo,56.622 €/año,Dublin,56.622,Yearly,Not determined
195,Data Analyst - Proveedor de servicios,Allergan,31.643 €/año,Dublin,31.643,Yearly,Not determined
196,Data Analyst - Proveedor de servicios,Davy,36.639 €/año,Dublin,36.639,Yearly,Not determined
197,Data Analyst - Becario,Grant Thornton,17.552 €/año,Dublin,17.552,Yearly,Not determined
198,Data Analyst - Proveedor de servicios por hora,Davy,29 €/h,Dublin,29.0,Hourly,Not determined
199,Data Analyst - Becario por mes,Royal College of Surgeons in Ireland,975 €/mes,Dublin,975.0,Monthly,Not determined
200,Data Analyst,GameStop,30.120 €/año,Dublin,30.12,Yearly,Not determined
201,Data Analyst - Proveedor de servicios,Aon,32.191 €/año,Dublin,32.191,Yearly,Not determined
202,Data Analyst,Sogeti,25.000 €/año,Dublin,25.0,Yearly,Not determined
203,Data Analyst,Telefónica,45.269 €/año,Dublin,45.269,Yearly,Not determined
204,Data Analyst,J.P. Morgan,34.591 €/año,Dublin,34.591,Yearly,Not determined
205,Data Analyst,The AA,31.595 €/año,Dublin,31.595,Yearly,Not determined
206,Data Analyst - Por hora,CBRE,15 £/h,Dublin,15.0,Hourly,Not determined
207,Data Analyst - Proveedor de servicios,BNP Paribas,27.754 €/año,Dublin,27.754,Yearly,Not determined
208,Data Analyst,Deloitte,24.799 €,Madrid,24.799,Yearly,Not determined
209,Data Analyst,JLL,27 k € - 30 k €,Madrid,28.5,Yearly,Not determined
210,Data Analyst,ALD Automotive,34 k € - 37 k €,Madrid,35.5,Yearly,Not determined
211,Data Analyst,Morningstar,27 k € - 29 k €,Madrid,28.0,Yearly,Not determined
212,Data Analyst,Accenture,28 k € - 31 k €,Madrid,29.5,Yearly,Not determined
213,Data Analyst,Telefónica,20 k € - 21 k €,Madrid,20.5,Yearly,Not determined
214,Data Analyst,Telefónica,25 k € - 27 k €,Madrid,26.0,Yearly,Not determined
215,Data Analyst,Santander,35 k € - 38 k €,Madrid,36.5,Yearly,Not determined
216,Data Analyst - Becario por mes,BBVA,963 € - 1 k €,Madrid,482.0,Monthly,Not determined
217,Data Analyst,BBVA,28 k € - 30 k €,Madrid,29.0,Yearly,Not determined
218,Data Analyst,KPMG,26 k € - 28 k €,Madrid,27.0,Yearly,Not determined
219,Data Analyst - Becario por mes,Airbus,992 € - 1 k €,Madrid,496.5,Monthly,Not determined
220,Data Analyst,Amadeus,36 k € - 39 k €,Madrid,37.5,Yearly,Not determined
221,Data Analyst,Minsait,34 k € - 37 k €,Madrid,35.5,Yearly,Not determined
222,Data Analyst,Electronic Arts,29 k € - 31 k €,Madrid,30.0,Yearly,Not determined
223,Data Analyst,IQVIA,24 k € - 26 k €,Madrid,25.0,Yearly,Not determined
224,Data Analyst,L'Oréal,46 k € - 50 k €,Madrid,48.0,Yearly,Not determined
225,Data Analyst,Boston Consulting Group,67 k € - 72 k €,Madrid,69.5,Yearly,Not determined
226,Data Analyst,The Cocktail,17 k € - 18 k €,Madrid,17.5,Yearly,Not determined
227,Data Analyst,Nielsen,30 k € - 32 k €,Madrid,31.0,Yearly,Not determined
228,Data Analyst - Becario por mes,Geoblink,674 € - 726 €,Madrid,700.0,Monthly,Not determined
229,Data Analyst,Solera,22 k € - 24 k €,Madrid,23.0,Yearly,Not determined
230,Data Analyst,Indizen Consulting,21 k € - 23 k €,Madrid,22.0,Yearly,Not determined
231,Data Analyst,MRM,29 k € - 31 k €,Madrid,30.0,Yearly,Not determined
232,Data Analyst,Teva Pharmaceuticals,24 k € - 26 k €,Madrid,25.0,Yearly,Not determined
233,Data Analyst,Sanitas,28 k € - 30 k €,Madrid,29.0,Yearly,Not determined
234,Data Analyst - Becario por mes,Morningstar,1 k € - 1 k €,Madrid,1.0,Monthly,Not determined
235,Data Analyst,Ontwice,24 k € - 26 k €,Madrid,25.0,Yearly,Not determined
236,Data Analyst,Returnly,47 k € - 52 k €,Madrid,49.5,Yearly,Not determined
237,Data Analyst,Cheil Worldwide,37 k € - 40 k €,Madrid,38.5,Yearly,Not determined
238,Data Analyst,Experian,19 k € - 21 k €,Madrid,20.0,Yearly,Not determined
239,Data Analyst,El Español,24 k € - 26 k €,Madrid,25.0,Yearly,Not determined
240,Data Analyst,Seedtag,20 k € - 22 k €,Madrid,21.0,Yearly,Not determined
241,Data Analyst,Renault-Nissan Consulting,27 k € - 29 k €,Madrid,28.0,Yearly,Not determined
242,Data Analyst,Assystem,49 k € - 53 k €,Madrid,51.0,Yearly,Not determined
243,Data Analyst - Por mes,Prysma,955 € - 1 k €,Madrid,478.0,Monthly,Not determined
244,Data Analyst,UNICEF,32 k € - 35 k €,Madrid,33.5,Yearly,Not determined
245,Data Analyst - Proveedor de servicios,Berge,24 k € - 26 k €,Madrid,25.0,Yearly,Not determined
246,Data Analyst,YMedia,27 k € - 29 k €,Madrid,28.0,Yearly,Not determined
247,Data Analyst,PA Digital,33 k € - 36 k €,Madrid,34.5,Yearly,Not determined
248,Data Analyst,BiP Solutions,26 k € - 28 k €,Madrid,27.0,Yearly,Not determined
249,Data Analyst,Statistics & Data Corporation (SDC),31 k € - 34 k €,Madrid,32.5,Yearly,Not determined
250,Senior Data Analyst,Santander,37 k € - 40 k €,Madrid,38.5,Yearly,Senior Position
251,Senior Data Analyst,Urban Science,30 k € - 33 k €,Madrid,31.5,Yearly,Senior Position
252,Senior Data Analyst,Altamira Asset,46 k € - 49 k €,Madrid,47.5,Yearly,Senior Position
253,Senior Data Analyst,Bayes Forecast,26 k € - 28 k €,Madrid,27.0,Yearly,Senior Position
254,Business Data Analyst,Vodafone,43 k € - 47 k €,Madrid,45.0,Yearly,Not determined
255,Business Data Analyst - Becario por mes,ALTEN,672 € - 739 €,Madrid,705.5,Monthly,Not determined
256,Business Data Analyst,Galp,45 k € - 49 k €,Madrid,47.0,Yearly,Not determined
257,Junior Data Analyst,Santander,30 k € - 32 k €,Madrid,31.0,Yearly,Junior Position
258,Junior Data Analyst,Minsait,25 k € - 27 k €,Madrid,26.0,Yearly,Junior Position
259,Associate Data Analyst,Morningstar,27 k € - 29 k €,Madrid,28.0,Yearly,Not determined
260,Big Data Analyst,Pragsis Technologies,47 k € - 51 k €,Madrid,49.0,Yearly,Not determined
261,Data Analyst Manager,EY,50 k € - 53 k €,Madrid,51.5,Yearly,Not determined
262,analista de datos - Becario por mes,Accenture,760 € - 833 €,Madrid,796.5,Monthly,Not determined
263,analista de datos - Proveedor de servicios,IQVIA,18 k € - 19 k €,Madrid,18.5,Yearly,Not determined
264,analista de datos,CLEDIGOLU,52 k € - 57 k €,Madrid,54.5,Yearly,Not determined
265,analista de datos,Accepta Servicios Integrales,46 k € - 49 k €,Madrid,47.5,Yearly,Not determined
266,Data Analyst/Developer,Spark44,29 k € - 32 k €,Madrid,30.5,Yearly,Not determined
267,CRM Data Analyst,ALD Automotive,45 k € - 50 k €,Madrid,47.5,Yearly,Not determined
268,Data Analyst,Fifty-Five,39.056 €/año,Paris,39.056,Yearly,Not determined
269,Data Analyst,Criteo,43.140 €/año,Paris,43.14,Yearly,Not determined
270,Data Analyst,AXA,40.000 €/año,Paris,40.0,Yearly,Not determined
